marketing,96
If,96
almost,96
David,96
move,96
central,96
Growers,96
until,96
Valley,96
funding,95
Tasmanian,95
This,95
might,95
strong,93
Water,93
irrigators,93
during,93
12,92
few,92
power,92
believe,92
One,92
winter,92
within,92
increased,92
China,91
Zealand,91
product,91
done,91
announced,91
properties,91
countries,91
agreement,91
despite,91
process,91
sold,91
animals,91
trading,90
Ian,90
That,90
important,90
case,90
weather,90
?,89
interest,89
governments,89
level,89
latest,89
global,89
100,89
cane,89
significant,88
assistance,88
meet,87
international,87
largest,87
own,87
large,87
hard,87
financial,87
sugar,87
particularly,87
things,87
risk,87
lack,86
reduce,86
rainfall,86
thing,85
Meat,85
president,85
competition,85
campaign,85
],84
concerned,84
What,84
States,84
body,84
tonne,84
University,84
canola,84
40,83
shortage,83
eastern,83
dollars,83
Govt,83
fire,83
An,82
With,82
south,82
State,82
affected,82
taken,82
quality,82
farming,82
coast,81
So,81
lower,81
problem,81
gold,80
50,80
push,80
same,80
environmental,80
action,80
talks,80
management,80
pool,79
run,79
weekend,79
Grains,79
agricultural,79
available,79
While,79
'm,78
ca,78
Melbourne,78
saying,78
provide,78
both,78
issues,78
become,78
Dairy,78
claims,78
sort,78
earlier,77
grape,77
making,77
each,77
kilometres,76
west,76
improve,76
calling,76
ethanol,76
result,75
60,75
exporter,75
former,75
town,75
domestic,74
needed,74
open,74
NFF,74
hopes,74
rates,74
spokesman,74
likely,73
different,73
overseas,73
pressure,73
allow,73
remote,73
Grain,73
paid,73
legal,73
Darwin,73
ground,73
chief,73
trees,72
terms,72
conference,72
urged,71
worth,71
technology,71
Prime,71
great,71
young,71
selling,71
policy,71
Sydney,71
away,71
cow,70
extra,70
value,70
using,70
services,70
least,70
share,70
something,70
every,70
regions,70
ban,70
times,69
worried,69
left,69
quarantine,69
line,69
resources,69
lost,69
fall,69
forced,69
Mark,69
amount,69
energy,68
GM,68
Vaile,68
analyst,68
property,68
NSW,68
concern,68
whole,68
survey,68
contracts,68
call,68
evidence,67
news,67
mean,67
western,67
milk,67
plants,67
dollar,67
Court,67
means,67
groups,67
'd,66
producer,66
sure,66
products,66
Snowy,66
board,66
information,65
released,65
Bureau,65
such,65
fight,65
labour,65
doing,65
environment,65
annual,65
Industries,64
consumers,64
full,64
commodity,64
transport,64
jobs,64
peak,64
cannot,64
shipment,63
native,63
buyers,63
offer,63
lead,63
situation,63
believes,63
Industry,63
proposed,63
again,63
Senator,63
called,63
without,63
yet,63
irrigation,63
supplies,63
Primary,63
road,63
Wine,62
along,62
Andrew,62
always,62
top,62
import,62
course,62
difficult,62
millimetres,62
members,62
summer,62
package,62
Nationals,61
recent,61
More,61
investment,61
north-west,61
AWI,61
main,60
nation,60
force,60
infrastructure,60
Korea,60
free,60
figures,60
comes,60
review,60
staff,60
forward,60
forecast,60
must,60
calls,60
East,60
industries,60
Senate,60
15,59
laws,59
city,59
independent,59
service,59
protect,59
Research,59
growth,59
tough,59
Japanese,59
study,58
rail,58
debate,58
together,58
currently,58
levy,57
Adelaide,57
pretty,57
Howard,57
caused,57
oil-for-food,57
nearly,57
south-east,57
5,56
third,56
As,56
Labor,56
Bill,56
key,56
received,56
vegetable,56
position,56
term,56
stage,56
held,56
offered,56
Europe,56
illegal,56
family,56
thought,56
profit,56
commercial,55
conduct,55
confirmed,55
stocks,55
authorities,55
India,55
exploration,55
asked,55
processors,55
gone,54
late,54
although,54
Canberra,54
proposal,54
ensure,54
benefits,54
agreed,54
why,54
rate,54
families,54
point,54
fact,54
projects,54
grapes,54
expect,54
uranium,54
taking,53
shows,53
hectares,53
job,53
anything,53
Larry,53
virus,53
potential,53
payments,53
documents,53
Commission,53
Station,53
general,53
river,53
Chief,52
my,52
claim,52
receive,52
consider,52
night,52
Trade,51
shortages,51
worst,51
particular,51
students,51
ever,51
International,51
range,51
Professor,51
started,51
rejected,51
close,51
cotton,51
fish,51
bid,51
SA,50
Indonesia,50
ahead,50
clear,50
businesses,50
obviously,50
Centre,50
threat,50
benefit,50
rights,50
seed,50
buying,50
morning,50
1,49
huge,49
income,49
confident,49
abattoir,49
longer,49
parts,49
life,49
Darling,49
hours,49
never,49
alternative,49
smut,49
Drought,49
hold,49
ABARE,49
facing,49
3,48
hoping,48
planning,48
At,48
Beef,48
grow,48
party,48
launched,48
Hydro,48
returns,48
MLA,48
starting,48
towards,48
mandatory,48
loss,48
Chairman,48
rather,48
election,48
affect,48
2,47
Group,47
short,47
Despite,47
80,47
ways,47
horticulture,47
timber,47
outlook,47
above,47
boost,47
continuing,47
talking,47
contract,47
safety,47
Aboriginal,47
Young,47
soon,47
falling,47
CSIRO,47
spent,46
outbreak,46
trial,46
below,46
welfare,46
poor,46
Mike,46
prepared,46
similar,46
World,46
your,46
rising,46
send,46
opportunity,46
breeding,46
total,46
Cattle,46
kilogram,46
managing,46
track,46
couple,46
natural,46
response,46
women,45
applications,45
raised,45
develop,45
processing,45
organisation,45
Spokesman,45
barley,45
hope,45
normal,45
known,44
gas,44
thousands,44
losses,44
veto,44
cows,44
possible,44
Goulburn,44
ship,44
You,44
banana,44
leading,44
citrus,44
grown,44
smaller,44
grains,44
biodiesel,43
second,43
continues,43
her,43
After,43
once,43
Michael,43
Institute,43
relief,43
though,43
Commissioner,43
European,43
temperatures,43
children,43
build,43
lose,43
leave,43
double,43
rules,43
Authority,43
bring,43
warning,43
allocations,43
looks,42
me,42
putting,42
Chris,42
spending,42
talk,42
south-west,42
running,42
focus,42
Under,42
takes,42
size,42
involved,42
rice,42
stations,42
bananas,42
results,42
apple,41
economic,41
effect,41
falls,41
onto,41
legislation,41
Alice,41
encourage,41
Irrigators,41
coal,41
positive,41
Indigenous,41
200,41
cuts,41
systems,41
vote,41
face,41
Tony,41
roads,41
cause,41
processor,41
heavy,41
reduced,41
remain,40
wo,40
lamb,40
district,40
mad,40
Christmas,40
sea,40
Innovation,40
fallen,40
later,40
helping,40
imported,40
Resources,40
confidence,40
asking,40
event,40
seasonal,40
question,39
70,39
Committee,39
fly,39
schemes,39
wake,39
subsidies,39
traditional,39
ore,39
blamed,39
Qld,39
petrol,39
training,39
increasing,39
yields,39
Hill,39
based,39
July,39
Budget,39
Perth,39
leader,39
improved,39
Food,38
previous,38
hot,38
port,38
flows,38
failed,38
...,38
Now,38
round,38
President,38
save,38
test,38
seven,38
green,38
win,38
emissions,38
sent,38
fishermen,38
Paul,38
estimates,38
frost,38
break,38
east,38
Canada,38
investigate,38
Brisbane,38
heard,38
bad,38
draft,38
Board,38
Opposition,38
freight,38
Port,37
greenhouse,37
hundred,37
For,37
dropped,37
NLIS,37
weed,37
residents,37
helped,37
boom,37
causing,37
measures,37
skills,37
American,37
real,37
restrictions,37
Union,37
Some,37
designed,37
fill,37
came,37
Limited,36
25,36
90,36
Service,36
economy,36
investors,36
NT,36
lowest,36
station,36
negotiations,36
customers,36
went,36
fund,36
premium,36
guess,36
period,36
prevent,36
behind,36
managed,36
Company,36
committee,36
Corporation,36
finding,36
shares,36
moving,36
oversupply,36
Kimberley,36
bought,36
dam,35
Iraqi,35
highest,35
stay,35
step,35
discovered,35
understand,35
hay,35
eight,35
brought,35
lambs,35
Agricultural,35
manage,35
bill,35
met,35
decided,35
old,35
expects,35
council,35
challenge,35
spread,35
warned,35
regulations,35
Asia,35
Top,35
developing,35
overnight,35
side,35
following,35
document,35
Parliament,35
exporters,35
producing,35
pest,35
scientists,35
4,34
reform,34
critical,34
themselves,34
crisis,34
Peninsula,34
When,34
others,34
mill,34
title,34
among,34
everyone,34
funds,34
member,34
compared,34
scandal,34
standards,34
fears,34
biofuels,34
Farm,34
hundreds,34
Aust,34
court,34
cheaper,34
iron,34
aid,34
cash,34
Graincorp,34
award,34
severe,33
James,33
People,33
cities,33
fairly,33
audit,33
owners,33
table,33
chance,33
Chinese,33
team,33
300,33
chemicals,33
won,33
labelling,33
capital,33
Basin,33
June,33
towns,33
ongoing,33
recorded,33
chemical,33
role,32
advantage,32
Gulf,32
compensation,32
opportunities,32
include,32
Most,32
resource,32
recovery,32
Elders,32
tender,32
Springs,32
saleyards,32
tomorrow,32
apples,32
She,32
bush,32
Telstra,32
attract,32
expert,32
hits,32
centre,32
Sheep,32
struggling,32
capacity,32
Gold,32
2003,32
pastoralists,32
seems,31
Fruit,31
outside,31
massive,31
considered,31
developed,31
recommendations,31
cold,31
wild,31
Our,31
welcomed,31
makes,31
final,31
monopoly,31
instead,31
allowed,31
private,31
remains,31
seek,31
security,31
carbon,31
fires,31
fair,31
foreign,31
according,31
gets,31
dispute,31
site,31
destroyed,31
harvesting,31
Island,31
feel,31
supermarkets,31
home,31
increases,31
becoming,31
depression,31
begin,31
several,31
goes,31
CBH,30
varieties,30
reports,30
protocols,30
investigation,30
address,30
law,30
let,30
Services,30
signed,30
believed,30
King,30
efforts,30
happen,30
millions,30
red,30
phone,30
fresh,30
offering,30
delays,30
species,30
Two,30
wet,30
500,30
introduced,30
Scientists,30
Johanns,30
winds,30
seeing,30
considering,30
trucking,30
Steve,30
decade,30
Mining,30
cases,30
retailers,30
compete,30
unless,30
licences,30
paying,29
status,29
spend,29
mulesing,29
school,29
present,29
nothing,29
Timor,29
accept,29
matter,29
led,29
men,29
expecting,29
existing,29
task,29
operation,29
expensive,29
officer,29
hand,29
Resource,29
long-term,29
Scott,29
quickly,29
happy,29
operations,29
opening,29
fell,29
took,29
voluntary,29
pastoral,29
Brian,29
Bank,29
simply,29
Greg,29
circumstances,28
reported,28
attempt,28
supermarket,28
hurt,28
places,28
waters,28
Internet,28
operators,28
Pilbara,28
secure,28
Development,28
worse,28
rains,28
incentives,28
association,28
forecasts,28
commodities,28
practice,28
options,28
vines,28
Rob,28
house,28
Middle,28
storage,28
forcing,28
WTO,28
Managing,28
banned,28
estimated,28
merger,28
USDA,28
profits,28
Riverland,28
employees,28
return,28
itself,28
graziers,28
battle,28
doctors,28
6,27
cancer,27
Creek,27
Biosecurity,27
quarter,27
Irrigation,27
Land,27
Economics,27
opened,27
sites,27
form,27
vegetables,27
him,27
Malcolm,27
example,27
interests,27
October,27
field,27
wind,27
Eyre,27
clean,27
feedlot,27
Ord,27
network,27
holding,27
Indonesian,27
AQIS,27
bushfires,27
limit,27
hear,27
vegetation,27
authority,27
basically,27
effort,27
Southern,27
decisions,27
either,27
rest,27
especially,27
litre,27
outback,27
science,27
indicator,27
exporting,27
population,27
Inquiry,27
normally,27
skilled,27
hectare,27
greater,27
Liberal,27
discovery,27
successful,27
begun,27
tuna,27
pick,26
Act,26
Richard,26
Australians,26
18,26
users,26
Ms,26
black,26
urban,26
Friday,26
January,26
create,26
toads,26
Former,26
5,000,26
largely,26
kickbacks,26
stopped,26
drivers,26
Fisheries,26
aims,26
giving,26
Premier,26
view,26
saving,26
often,26
lines,26
special,26
maintain,26
closed,26
welcome,26
wines,26
North,26
everything,26
sign,26
consumer,26
restructure,26
renewable,26
March,26
Just,26
plantations,26
boats,26
September,26
catch,26
Health,26
imposed,26
2008,26
2004,26
programs,26
eggs,26
turn,25
bodies,25
11,25
14,25
24,25
auction,25
exceptional,25
Exchange,25
organisations,25
clearing,25
extremely,25
Commonwealth,25
trials,25
York,25
Martin,25
tipped,25
identified,25
light,25
target,25
delay,25
inland,25
predicted,25
built,25
Smith,25
400,25
happened,25
reduction,25
Quarantine,25
bulk,25
bull,25
basis,25
difference,25
application,25
viable,25
bigger,25
cheap,25
experts,25
slow,25
Graziers,25
RSPCA,25
disappointed,25
tree,25
machinery,25
angry,25
living,25
resume,24
serious,24
accused,24
reducing,24
13,24
Last,24
base,24
education,24
driving,24
cropping,24
died,24
Dry,24
reached,24
testing,24
paddock,24
approved,24
approval,24
Transport,24
August,24
nuclear,24
sense,24
suffering,24
happening,24
pushing,24
statement,24
giant,24
lift,24
vessels,24
Citrus,24
degrees,24
consumption,24
December,24
waste,24
seat,24
closer,24
Vic,24
waiting,24
mangoes,24
advice,24
weeds,24
modified,24
reason,24
lobby,24
ready,24
police,24
plantation,24
targets,24
Energy,24
recently,24
carry,24
generally,24
widespread,24
Coalition,24
Katherine,24
jump,24
passed,24
glut,24
act,24
ask,24
handler,24
hopeful,24
pigs,23
protection,23
findings,23
shown,23
Anderson,23
16,23
Climate,23
Deputy,23
apply,23
trend,23
secret,23
shipments,23
On,23
UN,23
To,23
produced,23
extend,23
zinc,23
ability,23
suggests,23
mixed,23
rivers,23
consultant,23
End,23
consortium,23
Broken,23
April,23
leaving,23
Landcare,23
dogs,23
bird,23
usually,23
fertiliser,23
Wimmera,23
responsible,23
competitive,23
corn,23
marine,23
abalone,23
truck,23
officials,23
bales,23
horse,23
idea,23
commission,23
survive,23
Pacific,23
scientific,23
Tim,23
spring,23
Brazil,23
tropical,23
perhaps,23
feeling,23
High,23
deliver,23
AWB.,23
afternoon,23
incomes,23
tackle,23
wholesalers,23
analysis,23
owner,23
feral,23
debt,23
extended,23
carried,23
All,22
worked,22
17,22
Environment,22
vineyards,22
deaths,22
exported,22
Organisation,22
suspended,22
poll,22
previously,22
surveillance,22
points,22
investigating,22
Competition,22
drive,22
surprised,22
equipment,22
volume,22
certain,22
Although,22
kept,22
remove,22
closure,22
visa,22
provided,22
pasture,22
caught,22
banks,22
litres,22
mango,22
lease,22
official,22
contribute,22
forestry,22
planting,22
Show,22
success,22
approach,22
history,22
questions,22
afford,22
Grape,22
mills,22
genetically,22
biosecurity,22
Management,22
November,22
bringing,22
primary,22
prawns,22
release,22
toll,22
PETA,22
complete,22
Cyclone,22
mineral,22
hearing,22
2007,22
material,22
processed,22
rodeo,22
recognised,22
horses,22
George,22
foods,22
Natural,22
care,22
mental,22
General,22
room,21
Greens,21
treatment,21
finally,21
showing,21
Senior,21
shareholders,21
voted,21
Central,21
Kevin,21
However,21
deals,21
blame,21
Well,21
West,21
providing,21
nine,21
gains,21
source,21
Bruce,21
Gippsland,21
estimate,21
diseases,21
details,21
solve,21
About,21
prime,21
damaged,21
north-east,21
moved,21
boat,21
ownership,21
orchards,21
suppliers,21
150,21
scientist,21
tell,21
announcement,21
includes,21
agent,21
Secretary,21
Tas,21
tests,21
strategy,21
Royal,21
decide,21
option,21
denies,21
losing,21
predicting,21
expansion,21
heat,21
seem,21
reasonable,21
2,000,21
diesel,21
border,21
reach,21
prepare,21
100,000,21
Co-operative,21
human,21
fear,21
media,21
Hunter,21
effects,21
soil,21
2006,21
fine,21
hour,21
age,21
O'Connor,21
aware,21
costing,20
Bob,20
licence,20
else,20
sitting,20
type,20
phase,20
fuels,20
delivered,20
strike,20
jumped,20
charges,20
claiming,20
handling,20
raise,20
experience,20
someone,20
interstate,20
direct,20
urging,20
commissioned,20
turned,20
cope,20
bushfire,20
pig,20
requirements,20
mainly,20
established,20
Mallee,20
Ron,20
vet,20
Tom,20
admits,20
frosts,20
changed,20
returned,20
moisture,20
events,20
merino,20
predicts,20
competing,20
clearly,20
broken,20
shearing,20
breed,20
Veterinary,20
extreme,20
Initiative,20
fees,20
Cattlemen,20
Farmer,20
shift,20
driest,20
devastating,20
Plant,20
data,20
department,20
struggle,20
Country,20
choice,20
online,20
movement,20
Monica,20
Many,20
Downs,20
model,20
cap,20
BHP,19
flow,19
plenty,19
These,19
sheep.,19
dog,19
bale,19
bank,19
eat,19
UK,19
effectively,19
takeover,19
failure,19
disappointing,19
answer,19
solution,19
isolated,19
paper,19
identify,19
construction,19
looked,19
contain,19
Stuart,19
Jim,19
flood,19
bureau,19
tomato,19
contractors,19
Bundaberg,19
firefighters,19
underground,19
Oil,19
SAFF,19
performance,19
finish,19
outcome,19
relations,19
kilo,19
highly,19
copper,19
fined,19
revealed,19
hands,19
slightly,19
declared,19
factor,19
electricity,19
Banana,19
joint,19
addressed,19
standard,19
changing,19
House,19
dramatically,19
cover,19
unlikely,19
yield,19
Sugar,19
front,19
leaders,19
officers,19
sectors,19
ease,19
megalitres,19
Indian,19
potato,19
Beazley,19
Local,19
necessarily,19
trouble,19
Cooperative,19
dams,19
plantings,19
flooding,19
2002,19
agree,19
lawyers,19
exchange,19
Neil,19
box,19
fighting,19
story,19
effective,18
Stock,18
budget,18
Export,18
researchers,18
27,18
seeks,18
MP,18
NZ,18
summit,18
flu,18
Don,18
easier,18
Abetz,18
Animal,18
wait,18
drier,18
30,000,18
prawn,18
Taiwan,18
fewer,18
Justice,18
Hay,18
works,18
vaccine,18
ones,18
biofuel,18
man,18
Office,18
Kim,18
cutting,18
crude,18
turning,18
delayed,18
minimum,18
link,18
discuss,18
recycled,18
interested,18
realise,18
absolutely,18
rally,18
Chiquita,18
delegates,18
bone,18
kill,18
kind,18
affecting,18
saw,18
amid,18
Roberts,18
Stewart,18
stand,18
Canadian,18
Bush,18
surprise,18
February,18
Graham,18
administration,18
10,000,18
herd,18
cleared,18
named,18
sustainable,18
700,18
miners,18
discussions,18
Pastoralists,18
trained,18
majority,18
wiped,18
allocation,18
individual,18
seeking,18
dealing,18
upgrade,18
Prices,18
Jones,18
began,18
barrel,18
additional,18
firm,18
analysts,18
birds,18
Cairns,18
Mars,18
Doctors,18
Terence,18
suggest,18
potentially,18
allegations,17
battling,17
seasons,17
35,17
progress,17
common,17
stud,17
minister,17
harder,17
No,17
PM,17
Cup,17
contamination,17
fee,17
placed,17
locked,17
scale,17
Apple,17
arrangements,17
Crombie,17
Conservation,17
competitors,17
reaction,17
nickel,17
entered,17
agribusiness,17
backs,17
Police,17
Treasurer,17
feeding,17
overall,17
initial,17
mind,17
Mackay,17
Trevor,17
detected,17
Easter,17
keen,17
significantly,17
Alan,17
Party,17
chains,17
researcher,17
Lindberg,17
knowledge,17
Authorities,17
leadership,17
Corish,17
operating,17
building,17
row,17
Certainly,17
failing,17
responsibility,17
Coles,17
rejects,17
halt,17
block,17
attack,17
island,17
possibly,17
wanting,17
guarantee,17
gain,17
receiving,17
political,17
Identification,17
stronger,17
chain,17
promise,17
America,17
powers,17
confirm,17
records,17
Gordon,17
appear,17
internal,17
appointed,17
employers,17
date,17
Riverina,17
gives,17
Ross,17
traders,17
setting,17
speculation,17
Producers,17
ABB,17
Statistics,17
practices,17
disaster,16
planned,16
heavily,16
Bay,16
Ben,16
EU,16
presented,16
Foods,16
fix,16
charge,16
author,16
factory,16
follow,16
Only,16
Coast,16
Doha,16
improvement,16
urges,16
fishery,16
Exporters,16
letter,16
economist,16
threatening,16
unusual,16
proving,16
entitlements,16
Walker,16
gigalitres,16
20,000,16
Landmark,16
forecaster,16
pull,16
treated,16
confidential,16
travel,16
Aussie,16
leaves,16
Inspection,16
resistance,16
agenda,16
moves,16
accurate,16
kids,16
Robert,16
Rain,16
opposition,16
Gary,16
transparency,16
elsewhere,16
grass,16
rapidly,16
Fishing,16
Matthew,16
usual,16
mobile,16
wineries,16
Charles,16
grazing,16
kilograms,16
yes,16
values,16
carrying,16
beginning,16
Johnson,16
White,16
handle,16
shed,16
social,16
reserves,16
possibility,16
labels,16
unable,16
canker,16
locusts,16
granted,16
substantial,16
Russell,16
supports,16
forest,16
originally,16
maybe,16
yards,16
breaks,16
Cowra,16
silos,16
Wayne,16
broadband,16
origin,16
encouraging,16
productivity,16
offers,16
booming,16
pricing,16
permanent,16
replace,16
immediate,16
sown,16
commitment,16
uncertainty,16
air,16
paddocks,16
Mary,16
seafood,16
slaughter,16
store,16
apology,16
7,15
picture,15
chicken,15
4,000,15
woolgrowers,15
so-called,15
speed,15
juice,15
understanding,15
EC,15
DNA,15
My,15
wanted,15
recommended,15
criticism,15
landholders,15
continued,15
tariffs,15
challenges,15
discussion,15
warm,15
wages,15
square,15
pork,15
parties,15
Costello,15
Geoff,15
leg,15
medical,15
deputy,15
quick,15
exactly,15
structure,15
agencies,15
driver,15
driven,15
supported,15
MPs,15
Jeff,15
350,000,15
honey,15
everybody,15
Campbell,15
Over,15
Donges,15
Three,15
burning,15
Not,15
series,15
causes,15
ram,15
message,15
1,000,15
decline,15
dump,15
introduce,15
sit,15
safe,15
Rio,15
required,15
abattoirs,15
negotiating,15
witness,15
US.,15
Barossa,15
VFF,15
prove,15
announce,15
brand,15
ruled,15
sound,15
O'Sullivan,15
twice,15
wildlife,15
harvested,15
councils,15
temperature,15
Asian,15
removed,15
feedlots,15
prompted,15
Desert,15
however,15
parity,15
signs,15
directly,15
Terry,15
limited,15
Agius,15
schools,15
doubt,15
definitely,15
lobster,15
fortnight,15
rises,15
genetic,15
ships,15
viability,15
awareness,15
suppose,15
Cape,15
Regional,15
coffee,15
Phil,15
emerging,15
coastal,15
facility,15
2000,15
relatively,15
true,15
reasons,15
Matt,15
joined,15
surface,15
closely,15
zero,15
rock,15
motion,15
spreading,14
8,14
9,14
entering,14
Carpentaria,14
rose,14
starts,14
exotic,14
introduction,14
branch,14
Meteorology,14
Rabobank,14
Workers,14
Day,14
stuff,14
crucial,14
foot,14
content,14
Wilson,14
Eastern,14
endangered,14
politicians,14
dried,14
doubled,14
fibre,14
Eric,14
Doug,14
fishers,14
popular,14
lifted,14
planted,14
contact,14
helps,14
condition,14
door,14
foxes,14
Turnbull,14
ideas,14
benchmark,14
fungal,14
Newcastle,14
employment,14
whatever,14
reopen,14
May,14
eventually,14
ruling,14
strategic,14
pulp,14
willing,14
vehicles,14
blow,14
allowing,14
protected,14
list,14
meetings,14
Africa,14
Project,14
account,14
tags,14
protest,14
hardest,14
Congress,14
bottom,14
sorts,14
retain,14
retail,14
Yesterday,14
recognise,14
operate,14
facilities,14
efficiency,14
telling,14
direction,14
tend,14
picking,14
extension,14
Tax,14
devastated,14
monitoring,14
deposit,14
centres,14
System,14
Truss,14
race,14
futures,14
attention,14
keeping,14
somebody,14
fodder,14
gave,14
sending,14
necessary,14
sets,14
entire,14
efficient,14
suggestions,14
notice,14
showed,14
Birdsville,14
meatworks,14
Associates,14
customer,14
complex,14
thinking,14
fourth,14
managers,14
involves,14
senior,14
Because,14
organic,14
Investment,14
risen,14
risks,14
wrong,14
conservation,14
allows,14
recover,14
Marine,14
Kununurra,14
worldwide,14
trip,14
2005,14
owned,14
trays,14
Beattie,14
reputation,14
unveiled,14
add,14
anywhere,14
database,14
Year,14
Malaysia,14
Toowoomba,14
[,13
suffered,13
order,13
thousand,13
creating,13
Hayes,13
Conference,13
Broome,13
balance,13
19,13
23,13
seeds,13
65,13
mark,13
gathering,13
egg,13
ID,13
Consumer,13
play,13
completely,13
brokers,13
Dam,13
produces,13
easily,13
City,13
oppose,13
ACCC,13
Global,13
Immigration,13
liquid,13
death,13
rust,13
Milk,13
moratorium,13
Tinto,13
pushes,13
experiencing,13
Cherry,13
droughts,13
aquaculture,13
difficulties,13
sources,13
Davis,13
split,13
Executive,13
somewhere,13
launch,13
employed,13
zone,13
frozen,13
flock,13
anniversary,13
involving,13
MOS,13
Today,13
class,13
reporting,13
metal,13
pump,13
Those,13
wins,13
playing,13
saleyard,13
agents,13
excess,13
McGuigan,13
offshore,13
employ,13
trust,13
travelling,13
shortfall,13
mouth,13
generation,13
120,13
secretary,13
horticultural,13
figure,13
category,13
salt,13
250,13
Italian,13
priority,13
labelled,13
350,13
wood,13
Flinders,13
learn,13
operator,13
white,13
relieved,13
protocol,13
game,13
watching,13
aimed,13
resolved,13
600,13
earnings,13
looming,13
completed,13
handed,13
rely,13
shut,13
influence,13
original,13
Rick,13
establish,13
resumption,13
rebuild,13
purchase,13
easy,13
boundaries,13
supplier,13
Canegrowers,13
forces,13
flying,13
cheese,13
Fire,13
lives,13
burnt,13
edge,13
follows,13
donated,13
Craig,13
scrutiny,13
representatives,13
methods,13
Childers,13
anyone,13
tight,13
multi-million,13
spot,13
expense,13
200,000,13
dead,13
ministers,13
Uranium,13
Stud,13
humans,13
nations,13
anger,13
deciding,13
Member,13
Egypt,13
Q,12
eating,12
representative,12
comments,12
BSE,12
specifically,12
savings,12
buyer,12
relationship,12
bans,12
brands,12
shoppers,12
eye,12
Warren,12
suit,12
fever,12
lawyer,12
fox,12
faster,12
communication,12
Roger,12
factors,12
wage,12
